"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.9","Injectable Contraceptive-Antara Program- Second Dose","M8 [Family Planning]","3","NA","3","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.10","Injectable Contraceptive-Antara Program- Third Dose","M8 [Family Planning]","4","NA","2","2"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.11","Injectable Contraceptive-Antara Program- Fourth or more than fourth","M8 [Family Planning]","4","NA","1","3"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.12","Number of Combined Oral Pill cycles distributed","M8 [Family Planning]","939","NA","937","2"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.13","Number of Condom pieces distributed","M8 [Family Planning]","6024","NA","6022","2"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.14","Number of Centchroman (weekly) pill strips distributed","M8 [Family Planning]","123","NA","123","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.15","Number of Emergency Contraceptive Pills (ECP) given","M8 [Family Planning]","7","NA","7","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.16","Number of Pregnancy Test Kits (PTK) used","M8 [Family Planning]","694","NA","629","65"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.17.1","Complications following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.17.2","Complications following female sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.17.3","Failures following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.17.4","Failures following female sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.17.5","Deaths following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","8.17.6","Deaths following female sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.1","Child immunisation - Vitamin K (Birth Dose)","M9 [CHILD IMMUNISATION]","206","NA","184","22"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.2","Child immunisation - BCG","M9 [CHILD IMMUNISATION]","199","NA","176","23"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.3","Child immunisation - DPT1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.4","Child immunisation - DPT2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.5","Child immunisation - DPT3","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.6","Child immunisation - Pentavalent 1","M9 [CHILD IMMUNISATION]","308","NA","308","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.7","Child immunisation - Pentavalent 2","M9 [CHILD IMMUNISATION]","317","NA","317","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.8","Child immunisation - Pentavalent 3","M9 [CHILD IMMUNISATION]","350","NA","350","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.9","Child immunisation - OPV 0 (Birth Dose)","M9 [CHILD IMMUNISATION]","222","NA","200","22"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.10","Child immunisation - OPV1","M9 [CHILD IMMUNISATION]","308","NA","308","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.11","Child immunisation - OPV2","M9 [CHILD IMMUNISATION]","317","NA","317","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.12","Child immunisation - OPV3","M9 [CHILD IMMUNISATION]","349","NA","349","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.13","Child immunisation - Hepatitis-B0 (Birth Dose)","M9 [CHILD IMMUNISATION]","205","NA","183","22"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.14","Child immunisation - Hepatitis-B1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.15","Child immunisation - Hepatitis-B2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.16","Child immunisation - Hepatitis-B3","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.17","Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1)","M9 [CHILD IMMUNISATION]","317","NA","317","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.18","Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2)","M9 [CHILD IMMUNISATION]","341","NA","341","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.19","Child immunisation - Rotavirus 1","M9 [CHILD IMMUNISATION]","317","NA","317","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.20","Child immunisation - Rotavirus 2","M9 [CHILD IMMUNISATION]","314","NA","314","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.21","Child immunisation - Rotavirus 3","M9 [CHILD IMMUNISATION]","350","NA","350","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.22","Child Immunisation- PCV 1","M9 [CHILD IMMUNISATION]","309","NA","309","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.23","Child Immunisation- PCV 2","M9 [CHILD IMMUNISATION]","341","NA","341","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.1.24","Child Immunisation- PCV Booster","M9 [CHILD IMMUNISATION]","330","NA","330","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.2.1","Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose","M9 [CHILD IMMUNISATION]","329","NA","329","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.2.2","Child immunisation (9-11months) - Measles 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.2.3","Child immunisation (9-11months) - JE 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.2.4.a","Children aged between 9 and 11 months fully immunized- Male","M9 [CHILD IMMUNISATION]","172","NA","172","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","157","NA","157","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.3.1","Child immunisation(after 12 months) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose","M9 [CHILD IMMUNISATION]","10","NA","10","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.3.2","Child immunisation (after 12 months) - Measles-1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.3.3","Child immunisation (after 12 months) - JE 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.4.1","Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months)","M9 [CHILD IMMUNISATION]","334","NA","334","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.4.2","Child immunisation - Measles 2nd dose (More than 16 months)","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.4.3","Child immunisation - DPT 1st Booster","M9 [CHILD IMMUNISATION]","334","NA","334","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.4.4","Child immunisation - OPV Booster","M9 [CHILD IMMUNISATION]","328","NA","328","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.4.5","Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.4.6","Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.5.1","Child immunisation - Typhoid","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.5.2","Children more than 5 years received DPT5 (2nd Booster)","M9 [CHILD IMMUNISATION]","267","NA","267","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.5.3","Children more than 10 years received TT10/ Td10","M9 [CHILD IMMUNISATION]","220","NA","220","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.5.4","Children more than 16 years received TT16/ Td16","M9 [CHILD IMMUNISATION]","201","NA","201","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.6.1","Number of cases of AEFI - Abscess","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.6.2","Number of cases of AEFI - Death","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.6.3","Number of cases of AEFI - Others","M9 [CHILD IMMUNISATION]","23","NA","23","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.7.1","Immunisation sessions planned","M9 [CHILD IMMUNISATION]","271","NA","271","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.7.2","Immunisation sessions held","M9 [CHILD IMMUNISATION]","264","NA","264","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.7.3","Number of Immunisation sessions where ASHAs were present","M9 [CHILD IMMUNISATION]","262","NA","262","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.8.1","Child immunisation - Vitamin A Dose - 1","M9 [CHILD IMMUNISATION]","329","NA","329","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.8.2","Child immunisation - Vitamin A Dose - 5","M9 [CHILD IMMUNISATION]","979","NA","979","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","271","NA","271","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.9","Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly)","M9 [CHILD IMMUNISATION]","14607","NA","14607","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.10","Number of children (12-59 months) provided Albendazole","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","9.11","Number of severely underweight children provided Health Checkup (0-5 years)","M9 [CHILD IMMUNISATION]","370","NA","370","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","10.1","Childhood Diseases - Pneumonia","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","10.2","Childhood Diseases - Asthma","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","10.3","Childhood Diseases - Sepsis","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","10.4","Childhood Diseases - Diphtheria","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","10.5","Childhood Diseases - Pertussis","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","10.6","Childhood Diseases - Tetanus Neonatorum","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","10.7","Childhood Diseases - Tuberculosis (TB)","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","10.8","Childhood Diseases - Acute Flaccid Paralysis(AFP)","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","10.9","Childhood Diseases - Measles","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","10.10","Childhood Diseases - Malaria","M10 [Number of cases of Childhood Diseases (0-5 years)]","3","NA","NA","3"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","10.11","Childhood Diseases - Diarrhoea","M10 [Number of cases of Childhood Diseases (0-5 years)]","29","NA","29","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","10.12","Childhood Diseases - Diarrhoea treated in Inpatients","M10 [Number of cases of Childhood Diseases (0-5 years)]","3","NA","3","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","10.13","Children admitted with Respiratory Infections","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","10.14","Childhood Diseases - Severe Acute Malnutrition (SAM)","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","11.1.1.a","Total Blood Smears Examined for Malaria","M11 [NVBDCP]","114","NA","84","30"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","11.1.1.c","Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","11.1.2.a","RDT conducted for Malaria","M11 [NVBDCP]","1377","NA","1377","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","11.1.2.b","Malaria (RDT) - Plasmodium Vivax test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","11.1.2.c","Malaria (RDT) - Plamodium Falciparum test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","11.2.1","Kala Azar (RDT) - Tests Conducted","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","11.2.2","Kala Azar Positive Cases","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","11.2.3","Post-kala-azar dermal leishmaniasis (PKDL) cases","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","11.3.1","Dengue - RDT Test Positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","11.3.2","Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","11.4.1","Tests Conducted for JE","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","11.4.2","Tests Positive for JE","M11 [NVBDCP]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","12.1.1.a","Girls registered in AFHC","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","12.1.1.b","Boys registered in AFHC","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","12.1.2.a","Out of registered, Girls received clinical services","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","12.1.2.b","Out of registered, Boys received clinical services","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","12.1.3.a","Out of registered, Girls received counselling","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","12.1.3.b","Out of registered, Boys received counselling","M12 [Adolescent Health]","NA","NA","NA","NA"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","13.1","Number of on-going DOTS patients registered","M13 [Directly Observed Treatment, Short-course (DOTS)]","7","NA","5","2"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","13.2","Number of DOTS cases completed successfully","M13 [Directly Observed Treatment, Short-course (DOTS)]","7","NA","2","5"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","14.1.1","Outpatient - Diabetes","M14 [Patient Services]","184","NA","164","20"
"Madhya Pradesh","East Nimar","Punasa","2021-22","April    ","14.1.2","Outpatient - Hypertension","M14 [Patient Services]","207","NA","199","8"
